"","Company_Name","Dependent.Company.Status","Focus.functions.of.company","Number.of.Co.founders","Number.of.of.advisors","Team.size.Senior.leadership","Number.of.of.repeat.investors","Worked.in.top.companies","Average.size.of.companies.worked.for.in.the.past","Product.or.service.company.","Focus.on.private.or.public.data.","Focus.on.consumer.data.","Cloud.or.platform.based.serive.product.","Local.or.global.player","Crowdfunding.based.business","Machine.Learning.based.business"
"143","COMPANY145","FAILED","CONSUMER WEB",3,0,5,0,"NO","MEDIUM","PRODUCT","PUBLIC","NO","CLOUD","LOCAL","NO","NO"
"144","COMPANY146","FAILED","WRITING BLOG",0,0,1,0,"NO","SMALL","PRODUCT","PUBLIC","YES","PLATFORM","GLOBAL","NO","NO"
"145","COMPANY148","FAILED","CURATED WEB",1,0,1,0,"NO","MEDIUM","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"146","COMPANY149","SUCCESS","MARKETING",2,0,6,1,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","NO"
"147","COMPANY150","FAILED","DATA MANAGEMENT",1,0,1,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","NO"
"148","COMPANY151","FAILED","RECOMMENDATION ",3,2,6,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","YES"
"149","COMPANY152","SUCCESS","MARKETING",3,2,4,1,"NO","SMALL","SERVICE","PUBLIC","YES","PLATFORM","LOCAL","NO","NO"
"150","COMPANY153","FAILED","WEB",2,0,2,1,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"151","COMPANY154","FAILED","MARKETING",2,0,2,0,"YES","SMALL","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"152","COMPANY155","SUCCESS","MARKETING,SALES,RISK,OPERATIONS",2,0,3,0,"NO","LARGE","SERVICE","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"153","COMPANY156","SUCCESS","STRATEGY",3,6,11,4,"NO","MEDIUM","PRODUCT","PUBLIC","YES","PLATFORM","GLOBAL","NO","NO"
"154","COMPANY157","SUCCESS","STRATEGY",2,0,6,6,"NO","MEDIUM","PRODUCT","PRIVATE","NO","BOTH","GLOBAL","NO","NO"
"155","COMPANY158","SUCCESS","MARKETING",2,0,3,0,"NO","SMALL","SERVICE","BOTH","YES","PLATFORM","GLOBAL","NO","YES"
"156","COMPANY159","FAILED","MARKETING",2,1,2,0,"YES","SMALL","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"157","COMPANY160","FAILED","CURATED WEB",2,0,3,0,"NO","MEDIUM","SERVICE","PUBLIC","NO","PLATFORM","GLOBAL","NO","YES"
"158","COMPANY161","SUCCESS","DEVELOPMENT TOOL",1,6,5,0,"NO","MEDIUM","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","YES"
"159","COMPANY162","SUCCESS","STRATEGY",4,1,4,4,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","NO"
"160","COMPANY163","SUCCESS","TOOL",2,3,3,3,"NO","LARGE","PRODUCT","PRIVATE","NO","BOTH","GLOBAL","NO","YES"
"161","COMPANY164","SUCCESS","CUSTOMER RETENTION, CUSTOMER FEEDBACK",2,0,2,0,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"162","COMPANY165","SUCCESS","INVENTORY MANAGEMENT",3,0,4,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","YES"
"163","COMPANY166","SUCCESS","ENERGY SAVING",2,0,6,3,"NO","LARGE","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"164","COMPANY167","SUCCESS","OPTIMIZATION, CRM, PRICING",2,4,7,1,"YES","MEDIUM","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","YES"
"165","COMPANY168","SUCCESS","SOCIAL MEDIA OPTIMIZATION",1,4,5,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"166","COMPANY169","SUCCESS","MANY",1,5,7,3,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","YES"
"167","COMPANY170","FAILED","GAMES",2,1,3,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"168","COMPANY171","SUCCESS","MARKETING, CUSTOMER TARGETING",2,0,2,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","YES"
"169","COMPANY172","FAILED","ENTERTAINMENT",3,1,4,0,"NO","SMALL","PRODUCT","PRIVATE","NO","PLATFORM","LOCAL","YES","NO"
"170","COMPANY173","SUCCESS","DATABASE MANAGEMENT",3,4,6,1,"NO","MEDIUM","PRODUCT","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"171","COMPANY174","SUCCESS","DATABASE MANAGEMENT",1,6,7,0,"NO","MEDIUM","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"172","COMPANY175","SUCCESS","SEARCH ENGINENOPTIMIZATION",2,0,3,0,"YES","LARGE","PRODUCT","PRIVATE","NO","PLATFORM","GLOBAL","NO","YES"
"173","COMPANY176","SUCCESS","INFORMATION MANAGEMENT",1,1,2,0,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"174","COMPANY177","SUCCESS","STRATEGY",2,2,1,2,"YES","LARGE","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"175","COMPANY178","SUCCESS","TECHNOLOGY",3,3,8,2,"YES","LARGE","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","YES"
"176","COMPANY179","SUCCESS","TECHNOLOGY",2,2,3,2,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"177","COMPANY180","SUCCESS","OPERATIONS",2,5,2,10,"YES","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"178","COMPANY181","SUCCESS","STRATEGY",2,6,4,0,"NO","MEDIUM","SERVICE","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"179","COMPANY182","SUCCESS","SOCIAL MEDIA ANALYTICS",3,0,3,0,"YES","MEDIUM","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"180","COMPANY183","SUCCESS","MARKETING",2,0,2,0,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"181","COMPANY184","SUCCESS","OPERATIONS",3,0,3,0,"NO","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","YES","YES"
"182","COMPANY185","SUCCESS","OPERATIONS",2,4,3,5,"NO","SMALL","PRODUCT","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"183","COMPANY186","SUCCESS","MARKETING",3,9,9,0,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"184","COMPANY187","SUCCESS","OPERATIONS",0,1,4,0,"NO","SMALL","SERVICE","PUBLIC","NO","CLOUD","LOCAL","NO","NO"
"185","COMPANY188","SUCCESS","OPERATIONS",2,0,2,1,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"186","COMPANY189","SUCCESS","OPERATIONS",2,1,4,0,"NO","MEDIUM","PRODUCT","PUBLIC","YES","CLOUD","LOCAL","NO","NO"
"187","COMPANY190","SUCCESS","TECHNOLOGY",2,2,5,2,"YES","MEDIUM","PRODUCT","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"188","COMPANY191","SUCCESS","MARKETING, STRATEGY",1,4,6,1,"YES","LARGE","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"189","COMPANY192","SUCCESS","MARKETING",2,0,2,1,"NO","MEDIUM","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"190","COMPANY193","SUCCESS","TECHNOLOGY",2,8,2,1,"NO","MEDIUM","SERVICE","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"191","COMPANY194","SUCCESS","STRATEGY",2,6,4,3,"NO","MEDIUM","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"192","COMPANY195","SUCCESS","CUSTOMER ENGAGEMENT",2,6,6,0,"NO","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"193","COMPANY196","SUCCESS","OPERATIONS",1,11,6,2,"NO","LARGE","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"194","COMPANY197","SUCCESS","TECHNOLOGY",2,2,3,3,"NO","MEDIUM","PRODUCT","PRIVATE","NO","CLOUD","GLOBAL","NO","NO"
"195","COMPANY198","SUCCESS","MARKETING",2,2,2,3,"YES","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","YES"
"196","COMPANY199","SUCCESS","TECHNOLOGY",2,1,2,1,"YES","MEDIUM","SERVICE","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"197","COMPANY200","SUCCESS","TECHNOLOGY",2,0,6,3,"YES","MEDIUM","PRODUCT","PRIVATE","NO","CLOUD","GLOBAL","NO","NO"
"198","COMPANY201","SUCCESS","OPERATIONS",2,1,10,6,"YES","MEDIUM","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","YES"
"199","COMPANY202","SUCCESS","OPERATIONS",2,0,2,0,"NO","SMALL","PRODUCT","PRIVATE","YES","CLOUD","GLOBAL","NO","YES"
"200","COMPANY203","SUCCESS","SALES",2,6,6,0,"NO","MEDIUM","PRODUCT","PRIVATE","YES","CLOUD","LOCAL","NO","YES"
"201","COMPANY204","SUCCESS","MARKETING",0,0,5,0,"NO","MEDIUM","PRODUCT","PRIVATE","YES","CLOUD","LOCAL","NO","NO"
"202","COMPANY205","SUCCESS","TECHNOLOGY",2,3,5,0,"YES","MEDIUM","SERVICE","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"203","COMPANY206","SUCCESS","TECHNOLOGY",2,3,4,2,"YES","MEDIUM","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"204","COMPANY207","SUCCESS","OPERATIONS",2,4,3,1,"YES","LARGE","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"205","COMPANY208","SUCCESS","SOCIAL MEDIA ANALYTICS",1,1,7,0,"YES","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"206","COMPANY209","SUCCESS","OPERATIONS",2,2,4,4,"YES","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"207","COMPANY210","SUCCESS","OPERATIONS",1,0,5,0,"YES","MEDIUM","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"208","COMPANY211","SUCCESS","OPERATIONS",1,0,6,2,"YES","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"209","COMPANY212","SUCCESS","STRATEGY",0,0,8,0,"YES","LARGE","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"210","COMPANY213","SUCCESS","TECHNOLOGY",1,0,4,0,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"211","COMPANY214","SUCCESS","MARKETING",4,2,7,2,"YES","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"212","COMPANY215","SUCCESS","MARKETING",1,0,1,0,"NO","MEDIUM","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"213","COMPANY216","SUCCESS","MARKETING, STRATEGY",2,1,2,0,"YES","SMALL","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"214","COMPANY217","SUCCESS","OPERATIONS",2,1,2,0,"NO","LARGE","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","NO"
"215","COMPANY218","SUCCESS","OPERATIONS",1,10,7,0,"YES","MEDIUM","PRODUCT","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"216","COMPANY219","SUCCESS","MARKETING",0,0,5,3,"NO","MEDIUM","PRODUCT","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"217","COMPANY220","SUCCESS","OPERATIONS",3,0,9,0,"YES","LARGE","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"218","COMPANY221","SUCCESS","OPERATIONS",2,0,5,0,"NO","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"219","COMPANY222","SUCCESS","MARKETING, PROCUREMENT, HUMAN RESOURCES",3,0,8,0,"YES","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"220","COMPANY223","SUCCESS","OPERATIONS",0,0,3,0,"YES","SMALL","PRODUCT","PRIVATE","NO","CLOUD","LOCAL","NO","YES"
"221","COMPANY224","FAILED","OPERATIONS",2,0,3,0,"NO","SMALL","PRODUCT","PRIVATE","YES","CLOUD","GLOBAL","NO","YES"
"222","COMPANY225","FAILED","OPERATIONS",0,1,2,0,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"223","COMPANY226","SUCCESS","SALES",2,3,4,1,"YES","SMALL","PRODUCT","PRIVATE","YES","CLOUD","LOCAL","NO","NO"
"224","COMPANY227","FAILED","OPERATIONS",2,1,2,3,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"225","COMPANY228","FAILED","OPERATIONS",1,3,2,1,"NO","MEDIUM","SERVICE","PRIVATE","YES","CLOUD","LOCAL","NO","NO"
"226","COMPANY229","SUCCESS","CRM, MARKETING, HUMAN RESOURCES",2,1,2,0,"YES","SMALL","SERVICE","PRIVATE","NO","BOTH","GLOBAL","NO","YES"
"227","COMPANY230","SUCCESS","MARKETING",2,0,3,0,"NO","MEDIUM","SERVICE","BOTH","NO","PLATFORM","GLOBAL","NO","YES"
"228","COMPANY231","SUCCESS","MARKETING",2,0,2,0,"NO","LARGE","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","NO","YES"
"229","COMPANY232","SUCCESS","DATABASE MANAGEMENT",3,2,3,1,"NO","SMALL","BOTH","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"230","COMPANY234","SUCCESS","CRM",3,3,6,2,"NO","SMALL","PRODUCT","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"231","COMPANY235","SUCCESS","MARKETING",5,5,10,2,"NO","LARGE","SERVICE","PRIVATE","NO","CLOUD","GLOBAL","NO","YES"
"232","COMPANY236","SUCCESS","MERCHANDISING, MARKETING",3,0,3,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","NO"
"233","COMPANY237","FAILED","TRAVEL PLANNING",1,2,3,0,"YES","MEDIUM","SERVICE","PUBLIC","NO","PLATFORM","GLOBAL","NO","NO"
"234","COMPANY238","SUCCESS","MARKETING",4,0,6,0,"YES","MEDIUM","SERVICE","PUBLIC","YES","PLATFORM","GLOBAL","NO","NO"
"235","COMPANY239","SUCCESS","MARKETING",2,0,2,0,"NO","LARGE","BOTH","PUBLIC","YES","PLATFORM","GLOBAL","NO","YES"
"236","COMPANY240","SUCCESS","DATA VISUALIZATION, CONTENT MARKETING, PRESENTATIONS",4,8,8,4,"NO","MEDIUM","SERVICE","PRIVATE","NO","CLOUD","GLOBAL","NO","NO"
"237","COMPANY241","FAILED","NEWS",2,0,2,0,"NO","SMALL","SERVICE","PUBLIC","NO","PLATFORM","LOCAL","NO","NO"
"238","COMPANY242","SUCCESS","ANALTICS",2,0,2,0,"NO","LARGE","PRODUCT","BOTH","YES","PLATFORM","LOCAL","NO","NO"
"239","COMPANY243","SUCCESS","ANALYTICS",2,0,3,2,"NO","MEDIUM","PRODUCT","BOTH","NO","PLATFORM","GLOBAL","NO","NO"
"240","COMPANY244","SUCCESS","SECURITY",1,1,10,1,"NO","LARGE","SERVICE","BOTH","NO","PLATFORM","GLOBAL","NO","NO"
"241","COMPANY245","SUCCESS","SOCIAL MEDIA",2,0,2,0,"NO","SMALL","SERVICE","NO","NO","NONE","GLOBAL","NO","NO"
"242","COMPANY246","SUCCESS","ELEARNING",2,0,1,0,"NO","MEDIUM","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"243","COMPANY247","SUCCESS","SERVICE",2,0,3,0,"NO","MEDIUM","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"244","COMPANY248","SUCCESS","ANALYTICS",5,0,8,0,"NO","MEDIUM","SERVICE","BOTH","YES","PLATFORM","GLOBAL","NO","NO"
"245","COMPANY249","SUCCESS","PHONE INTELLIGENCE",2,0,5,0,"NO","MEDIUM","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"246","COMPANY250","SUCCESS","SOCIAL BRANDING",0,1,1,0,"NO","MEDIUM","SERVICE","BOTH","YES","BOTH","GLOBAL","NO","YES"
"247","COMPANY251","SUCCESS","SOCIAL MEDIA",2,0,2,0,"NO","SMALL","SERVICE","PUBLIC","YES","BOTH","GLOBAL","NO","YES"
"248","COMPANY252","SUCCESS","REPORTING",4,0,1,2,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","NO","NO"
"249","COMPANY253","SUCCESS","MARKETING",3,0,3,0,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"250","COMPANY254","SUCCESS","DASHBOARDS",2,0,5,0,"NO","MEDIUM","PRODUCT","BOTH","NO","BOTH","GLOBAL","NO","YES"
"251","COMPANY255","SUCCESS","TECHNOLOGY",3,3,3,0,"NO","MEDIUM","PRODUCT","BOTH","NO","BOTH","GLOBAL","NO","YES"
"252","COMPANY256","SUCCESS","LOCALIZED BEHAVIOUR",2,1,1,0,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","YES","YES"
"253","COMPANY257","SUCCESS","VIDEO STREAMING",3,0,1,0,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"254","COMPANY258","SUCCESS","OPERATIONS",3,0,1,0,"NO","MEDIUM","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"255","COMPANY259","SUCCESS","PAYMENT",0,0,4,0,"NO","LARGE","SERVICE","PRIVATE","YES","BOTH","LOCAL","NO","NO"
"256","COMPANY260","SUCCESS","MARKETING",1,0,2,0,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","LOCAL","NO","YES"
"257","COMPANY261","SUCCESS","SOFTWARE",2,0,6,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","YES"
"258","COMPANY262","SUCCESS","WEB",1,1,9,1,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","NO"
"259","COMPANY263","FAILED","CURATED WEB",1,2,1,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"260","COMPANY264","FAILED","NETWORKING",3,0,5,0,"NO","MEDIUM","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"261","COMPANY265","SUCCESS","WIRELESS",2,1,3,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"262","COMPANY266","SUCCESS","CURATED WEB",1,0,5,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"263","COMPANY267","FAILED","CURATED WEB",0,0,2,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"264","COMPANY268","FAILED","ADVERTISING",1,0,3,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"265","COMPANY270","FAILED","WEB",2,0,2,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"266","COMPANY271","FAILED","NETWORKING",3,0,3,0,"NO","LARGE","SERVICE","BOTH","NO","PLATFORM","LOCAL","NO","NO"
"267","COMPANY272","FAILED","SOFTWARE",3,0,3,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","GLOBAL","NO","NO"
"268","COMPANY273","FAILED","WEB",1,0,1,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"269","COMPANY274","FAILED","ADVERTISING",4,0,4,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","GLOBAL","NO","NO"
"270","COMPANY275","FAILED","MARKETING",2,0,2,0,"YES","LARGE","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"271","COMPANY276","FAILED","GAME",2,0,2,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"272","COMPANY277","FAILED","SOFTWARE",1,0,1,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"273","COMPANY278","FAILED","SOFTWARE",1,1,1,0,"NO","LARGE","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"274","COMPANY279","FAILED","SEARCH",2,0,2,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"275","COMPANY280","FAILED","OPERATION",2,0,2,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","GLOBAL","NO","NO"
"276","COMPANY281","FAILED","OPERATION",3,0,4,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"277","COMPANY283","FAILED","SALE",3,0,3,0,"NO","LARGE","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"278","COMPANY284","FAILED","OPERATION",1,0,3,1,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"279","COMPANY285","FAILED","ENTERTAINMENT",1,0,3,1,"NO","MEDIUM","SERVICE","NO","NO","PLATFORM","GLOBAL","NO","NO"
"280","COMPANY286","FAILED","ADVERTISING",1,0,1,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"281","COMPANY287","FAILED","GAME",2,0,2,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"282","COMPANY288","FAILED","SOFTWARE",5,0,5,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"283","COMPANY289","FAILED","SALE",1,0,2,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","GLOBAL","NO","NO"
"284","COMPANY290","FAILED","OPERATION",4,0,4,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"285","COMPANY291","FAILED","OPERATION",3,1,3,0,"NO","MEDIUM","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"286","COMPANY292","FAILED","OPERATION",3,2,2,0,"NO","MEDIUM","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"287","COMPANY293","FAILED","OPERATION",2,0,2,0,"NO","LARGE","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
