"","Company_Name","Dependent.Company.Status","Focus.functions.of.company","Number.of.Co.founders","Number.of.of.advisors","Team.size.Senior.leadership","Number.of.of.repeat.investors","Worked.in.top.companies","Average.size.of.companies.worked.for.in.the.past","Product.or.service.company.","Focus.on.private.or.public.data.","Focus.on.consumer.data.","Cloud.or.platform.based.serive.product.","Local.or.global.player","Crowdfunding.based.business","Machine.Learning.based.business"
"288","COMPANY294","FAILED","ADVERTISING",1,0,1,0,"NO","LARGE","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"289","COMPANY295","FAILED","ADVERTISING",2,2,2,0,"NO","MEDIUM","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"290","COMPANY296","FAILED","CONSSUMER WEB",2,0,2,0,"NO","MEDIUM","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"291","COMPANY297","FAILED","ONLINE MUSIC",1,1,2,0,"NO","MEDIUM","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"292","COMPANY298","FAILED","MEDIA",2,0,3,0,"NO","LARGE","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"293","COMPANY299","SUCCESS","SALES",2,0,2,0,"NO","LARGE","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"294","COMPANY300","SUCCESS","CLOUD COMPUTING",2,0,2,0,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","NO"
"295","COMPANY301","SUCCESS","SALE",3,0,3,1,"NO","MEDIUM","SERVICE","PUBLIC","NO","BOTH","LOCAL","NO","NO"
"296","COMPANY302","SUCCESS","OPERATION",7,0,3,1,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","GLOBAL","YES","YES"
"297","COMPANY303","SUCCESS","SOCIAL COMMERCE",2,0,2,0,"NO","MEDIUM","SERVICE","NO","NO","NONE","GLOBAL","YES","YES"
"298","COMPANY304","SUCCESS","MARKETING",3,1,5,0,"NO","MEDIUM","SERVICE","PUBLIC","NO","BOTH","GLOBAL","YES","NO"
"299","COMPANY305","SUCCESS","ANALYTICS",2,0,3,0,"NO","MEDIUM","SERVICE","PUBLIC","NO","BOTH","GLOBAL","YES","NO"
"300","COMPANY306","SUCCESS","OPERATION",4,3,8,4,"NO","SMALL","SERVICE","PUBLIC","NO","PLATFORM","LOCAL","YES","YES"
"301","COMPANY307","SUCCESS","FINANCE",4,0,7,0,"YES","MEDIUM","SERVICE","PUBLIC","NO","BOTH","GLOBAL","YES","YES"
"302","COMPANY308","SUCCESS","SOCIAL MEDIA MARKETING",2,0,4,1,"NO","MEDIUM","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","YES","YES"
"303","COMPANY309","SUCCESS","MARKETING",3,0,8,0,"NO","MEDIUM","SERVICE","PUBLIC","YES","BOTH","GLOBAL","NO","NO"
"304","COMPANY310","SUCCESS","OPERATION",2,1,6,3,"NO","MEDIUM","PRODUCT","BOTH","YES","NONE","GLOBAL","YES","YES"
"305","COMPANY311","SUCCESS","SOCIAL NETWORK",3,1,5,1,"NO","MEDIUM","PRODUCT","BOTH","YES","NONE","GLOBAL","YES","YES"
"306","COMPANY312","SUCCESS","N",1,0,1,0,"YES","MEDIUM","PRODUCT","PUBLIC","NO","NONE","GLOBAL","YES","NO"
"307","COMPANY313","SUCCESS","PUBLISHING",1,6,2,0,"NO","MEDIUM","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","NO","NO"
"308","COMPANY314","SUCCESS","GLOBAL",2,0,4,1,"NO","MEDIUM","SERVICE","BOTH","NO","NONE","LOCAL","YES","YES"
"309","COMPANY315","SUCCESS","\",2,0,6,0,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","GLOBAL","YES","YES"
"310","COMPANY316","SUCCESS","GLOBAL",2,1,6,2,"YES","SMALL","SERVICE","PUBLIC","NO","BOTH","LOCAL","NO","YES"
"311","COMPANY317","SUCCESS","MUSIC INTELLIGECE",2,3,7,0,"NO","SMALL","SERVICE","PUBLIC","NO","PLATFORM","GLOBAL","NO","NO"
"312","COMPANY318","SUCCESS","LOCATION BASED SERVICE",1,0,1,0,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"313","COMPANY319","SUCCESS","SOCIAL TV ANALYTICS",1,0,2,0,"NO","MEDIUM","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"314","COMPANY320","SUCCESS","DATA DRIVEN APPLICATIONS",3,1,6,1,"NO","MEDIUM","SERVICE","BOTH","NO","PLATFORM","GLOBAL","NO","NO"
"315","COMPANY321","SUCCESS","IPHONE APPS",3,1,5,1,"YES","MEDIUM","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","NO"
"316","COMPANY322","SUCCESS","ANALYTICS",2,2,5,1,"YES","SMALL","PRODUCT","PUBLIC","NO","NONE","GLOBAL","NO","NO"
"317","COMPANY323","FAILED","FINANCE",2,1,2,0,"NO","MEDIUM","SERVICE","PUBLIC","NO","BOTH","LOCAL","NO","NO"
"318","COMPANY324","SUCCESS","ANALYTICS",2,0,4,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"319","COMPANY325","SUCCESS","MARKETING",1,2,11,0,"NO","SMALL","PRODUCT","PUBLIC","NO","NONE","GLOBAL","YES","YES"
"320","COMPANY326","SUCCESS","TECHNOLOGY",3,1,3,2,"NO","SMALL","PRODUCT","BOTH","NO","BOTH","GLOBAL","NO","YES"
"321","COMPANY328","FAILED","MARKETING",2,1,8,2,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","LOCAL","NO","NO"
"322","COMPANY330","SUCCESS","SALES,MARKETING",1,0,1,0,"NO","SMALL","PRODUCT","PUBLIC","NO","NONE","GLOBAL","NO","NO"
"323","COMPANY331","SUCCESS","MARKETING",3,1,3,0,"NO","SMALL","SERVICE","PUBLIC","NO","NONE","LOCAL","NO","YES"
"324","COMPANY332","SUCCESS","NETWORK OPTIMIZATION",2,0,4,1,"NO","MEDIUM","SERVICE","BOTH","NO","NONE","GLOBAL","NO","YES"
"325","COMPANY333","FAILED","PRIVACY",1,0,1,1,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","NO"
"326","COMPANY334","SUCCESS","TARGETING OPTIMIZE",1,0,3,1,"YES","LARGE","SERVICE","PUBLIC","NO","NONE","GLOBAL","NO","YES"
"327","COMPANY335","SUCCESS","MAIL REPORTS",2,0,6,1,"NO","MEDIUM","PRODUCT","PUBLIC","NO","NONE","GLOBAL","NO","YES"
"328","COMPANY336","SUCCESS","BIG DATA ANALYTICS",3,0,3,1,"NO","SMALL","PRODUCT","PUBLIC","NO","NONE","GLOBAL","NO","YES"
"329","COMPANY337","SUCCESS","ENTERTAINMENT",1,0,2,1,"NO","MEDIUM","SERVICE","NO","NO","PLATFORM","GLOBAL","NO","NO"
"330","COMPANY338","FAILED","METRICS",2,0,2,0,"NO","SMALL","PRODUCT","PRIVATE","NO","NONE","GLOBAL","NO","YES"
"331","COMPANY339","SUCCESS","MARKETING",1,0,2,0,"NO","SMALL","PRODUCT","PUBLIC","NO","NONE","LOCAL","NO","YES"
"332","COMPANY340","FAILED","MARKETING",1,0,1,1,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","LOCAL","NO","NO"
"333","COMPANY341","SUCCESS","MARKETING",4,0,5,0,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"334","COMPANY342","SUCCESS","PRICING",0,0,1,0,"YES","SMALL","PRODUCT","PUBLIC","NO","NONE","GLOBAL","NO","NO"
"335","COMPANY343","FAILED","ANALYTICS",2,0,2,0,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"336","COMPANY344","SUCCESS","RESEARCH",3,3,4,0,"NO","MEDIUM","PRODUCT","PUBLIC","YES","PLATFORM","GLOBAL","NO","NO"
"337","COMPANY345","FAILED","SALES",1,0,1,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"338","COMPANY346","SUCCESS","MARKETING",2,0,2,0,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","GLOBAL","NO","NO"
"339","COMPANY347","SUCCESS","SALES",2,0,2,0,"NO","LARGE","PRODUCT","NO","NO","NONE","GLOBAL","NO","NO"
"340","COMPANY348","SUCCESS","SERVICE",3,0,3,0,"NO","MEDIUM","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"341","COMPANY349","SUCCESS","MOBILE APP DEVELOPMENT",1,0,7,0,"NO","LARGE","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"342","COMPANY350","SUCCESS","SERVICE",3,0,3,0,"NO","MEDIUM","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"343","COMPANY351","SUCCESS","ANALYTIC",2,0,2,0,"NO","SMALL","SERVICE","BOTH","YES","PLATFORM","GLOBAL","NO","NO"
"344","COMPANY352","SUCCESS","SOFTWARE ",1,0,5,0,"NO","LARGE","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"345","COMPANY353","SUCCESS",NA,2,0,2,0,"NO","LARGE","SERVICE","BOTH","YES","PLATFORM","GLOBAL","NO","NO"
"346","COMPANY354","SUCCESS","MRKTING",0,1,2,0,"NO","SMALL","PRODUCT","BOTH","YES","BOTH","GLOBAL","NO","YES"
"347","COMPANY355","SUCCESS","REVENUE MAXIMIZATION",2,1,4,0,"NO","LARGE","PRODUCT","BOTH","NO","BOTH","GLOBAL","NO","YES"
"348","COMPANY356","SUCCESS","TECHNOLOGY",2,0,2,0,"NO","SMALL","SERVICE","BOTH","NO","BOTH","GLOBAL","NO","YES"
"349","COMPANY357","SUCCESS","SOCIAL MEDIA ANALYTICS",1,0,5,1,"NO","SMALL","SERVICE","PRIVATE","NO","NONE","GLOBAL","NO","YES"
"350","COMPANY358","SUCCESS","SOCIAL MEDIA",4,0,3,0,"NO","LARGE","SERVICE","PUBLIC","YES","BOTH","GLOBAL","NO","YES"
"351","COMPANY359","SUCCESS","MARKETING",3,0,3,0,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"352","COMPANY361","SUCCESS","ANALYTICS CROWDSOURCING",2,0,2,0,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","GLOBAL","YES","YES"
"353","COMPANY362","SUCCESS","TECHNOLOGY",3,0,3,0,"NO","MEDIUM","SERVICE","PUBLIC","NO","BOTH","GLOBAL","YES","YES"
"354","COMPANY363","SUCCESS","MARKETING",2,0,3,2,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","LOCAL","NO","YES"
"355","COMPANY364","SUCCESS","ANALYTICS",2,0,2,0,"YES","SMALL","SERVICE","PUBLIC","NO","BOTH","LOCAL","NO","YES"
"356","COMPANY365","SUCCESS","MARKETING",2,0,1,0,"NO","MEDIUM","SERVICE","PUBLIC","NO","BOTH","GLOBAL","NO","YES"
"357","COMPANY366","SUCCESS","APP",2,0,1,0,"NO","SMALL","SERVICE","PUBLIC","NO","BOTH","LOCAL","NO","NO"
"358","COMPANY368","FAILED","WEB",2,0,2,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"359","COMPANY369","SUCCESS","ANALYTICS",2,0,4,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"360","COMPANY370","FAILED","MARKETING",1,0,1,1,"NO","SMALL","PRODUCT","PUBLIC","NO","BOTH","LOCAL","NO","NO"
"361","COMPANY371","FAILED","SOFTWARE ",2,0,2,0,"NO","SMALL","PRODUCT","BOTH","YES","PLATFORM","GLOBAL","NO","NO"
"362","COMPANY372","SUCCESS","ANALYTICS",2,0,3,0,"NO","SMALL","PRODUCT","BOTH","YES","PLATFORM","LOCAL","NO","NO"
"363","COMPANY373","SUCCESS","ANALYTICS",3,0,3,0,"NO","SMALL","PRODUCT","BOTH","NO","PLATFORM","LOCAL","NO","NO"
"364","COMPANY374","FAILED","ANALYTICS",3,1,5,6,"NO","SMALL","SERVICE","NO","NO","PLATFORM","GLOBAL","NO","NO"
"365","COMPANY375","FAILED","ANALYTICS",1,0,1,0,"NO","MEDIUM","SERVICE","BOTH","YES","PLATFORM","LOCAL","NO","NO"
"366","COMPANY376","SUCCESS","CURATED WEB",0,0,4,0,"NO","LARGE","PRODUCT","NO","NO","CLOUD","GLOBAL","NO","NO"
"367","COMPANY377","SUCCESS","SOCIAL",1,0,1,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"368","COMPANY378","FAILED","OPERATION",2,0,2,0,"NO","SMALL","PRODUCT","NO","NO","NONE","LOCAL","NO","NO"
"369","COMPANY379","SUCCESS","OPERATION",0,0,1,1,"NO","SMALL","PRODUCT","NO","NO","NONE","LOCAL","NO","NO"
"370","COMPANY380","SUCCESS","OPERATION",3,0,2,2,"NO","MEDIUM","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"371","COMPANY381","FAILED","OPERATION",3,0,3,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"372","COMPANY382","FAILED","OPERATION",4,0,3,3,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"373","COMPANY383","FAILED","OPERATION",4,0,4,2,"NO","MEDIUM","PRODUCT","BOTH","NO","NONE","LOCAL","NO","NO"
"374","COMPANY384","FAILED","OPERATION",6,7,6,2,"YES","LARGE","PRODUCT","NO","NO","PLATFORM","GLOBAL","NO","NO"
"375","COMPANY385","FAILED","ANALYTICS",3,3,10,2,"YES","LARGE","PRODUCT","BOTH","YES","PLATFORM","LOCAL","NO","NO"
"376","COMPANY386","FAILED","ANALYTICS",1,2,1,0,"YES","MEDIUM","SERVICE","NO","YES","PLATFORM","LOCAL","NO","NO"
"377","COMPANY387","FAILED","ANALYTICS",4,2,10,0,"NO","SMALL","SERVICE","BOTH","NO","PLATFORM","LOCAL","NO","NO"
"378","COMPANY388","FAILED","ANALYTICS",2,0,4,0,"NO","MEDIUM","SERVICE","BOTH","NO","PLATFORM","GLOBAL","NO","NO"
"379","COMPANY389","FAILED","MANAGEMENT",2,2,4,0,"YES","LARGE","PRODUCT","BOTH","NO","PLATFORM","LOCAL","NO","NO"
"380","COMPANY390","FAILED","ANALYTICS",1,1,2,0,"YES","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"381","COMPANY391","FAILED","ANALYTICS",2,2,4,1,"NO","SMALL","PRODUCT","BOTH","NO","PLATFORM","LOCAL","NO","NO"
"382","COMPANY392","FAILED","ANALYTICS",2,1,4,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"383","COMPANY393","FAILED","OPERATION",3,0,3,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"384","COMPANY394","FAILED",NA,1,0,2,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"385","COMPANY395","FAILED","SECURITY",0,1,1,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"386","COMPANY396","FAILED","ADVERTISING",1,0,1,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"387","COMPANY397","FAILED","ADVERTISING",2,1,2,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"388","COMPANY398","FAILED","ADVERTISING",2,1,2,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"389","COMPANY399","FAILED","MARKETING",2,0,3,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"390","COMPANY400","FAILED","MARKETING",1,0,2,0,"YES","LARGE","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"391","COMPANY401","FAILED","ADVERTISING",3,0,3,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"392","COMPANY404","FAILED","SEARCH",2,3,3,3,"NO","LARGE","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"393","COMPANY405","FAILED",NA,0,0,3,0,"NO","LARGE","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"394","COMPANY406","FAILED","SOCIAL NETWORK",3,0,3,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"395","COMPANY407","FAILED","ECOMMERCE",1,0,1,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
"396","COMPANY408","FAILED",NA,1,0,1,0,"NO","SMALL","SERVICE","NO","NO","NONE","LOCAL","NO","NO"
"397","COMPANY409","FAILED",NA,1,0,1,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"398","COMPANY410","FAILED","ENTERTAINMENT",1,0,1,0,"NO","LARGE","SERVICE","NO","NO","PLATFORM","LOCAL  ","NO","NO"
"399","COMPANY411","FAILED",NA,1,0,1,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"400","COMPANY412","FAILED",NA,3,1,4,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"401","COMPANY413","FAILED",NA,2,0,2,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"402","COMPANY414","FAILED","ENTERPRISE",1,0,1,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"403","COMPANY415","FAILED","BILLING",2,0,1,0,"NO","SMALL","SERVICE","NO","NO","PLATFORM","LOCAL","NO","NO"
"404","COMPANY429","FAILED","MARKETING",1,0,4,0,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"405","COMPANY431","FAILED",NA,3,1,5,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","NO"
"406","COMPANY432","FAILED",NA,1,0,5,2,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","NO"
"407","COMPANY433","FAILED",NA,1,0,1,0,"NO","LARGE","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","NO"
"408","COMPANY434","FAILED",NA,1,0,1,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","LOCAL","NO","NO"
"409","COMPANY435","FAILED","MARKETING",2,1,3,0,"NO","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"410","COMPANY436","FAILED","MARKETING",1,1,2,0,"NO","SMALL","SERVICE","PUBLIC","NO","PLATFORM","GLOBAL","NO","NO"
"411","COMPANY437","FAILED","SEARCH ENGINE",2,2,3,3,"NO","LARGE","SERVICE","PUBLIC","NO","PLATFORM","GLOBAL","NO","YES"
"412","COMPANY438","FAILED","MUSIC",3,0,3,0,"NO","SMALL","SERVICE","PRIVATE","NO","PLATFORM","GLOBAL","YES","NO"
"413","COMPANY439","FAILED","OPERATIONS",1,0,2,0,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"414","COMPANY440","FAILED","OPERATIONS",2,1,2,0,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"415","COMPANY441","FAILED","OPERATIONS",1,0,2,0,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"416","COMPANY442","FAILED","OPERATIONS",1,0,2,1,"YES","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"417","COMPANY443","FAILED","MARKETING",2,0,2,0,"NO","SMALL","SERVICE","PRIVATE","YES","CLOUD","LOCAL","NO","YES"
"418","COMPANY444","FAILED","OPERATIONS",2,0,2,0,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"419","COMPANY445","FAILED","OPERATIONS",1,0,3,0,"NO","SMALL","PRODUCT","PRIVATE","YES","CLOUD","LOCAL","NO","NO"
"420","COMPANY446","FAILED","MARKETING,SALES",2,3,2,0,"NO","SMALL","SERVICE","PRIVATE","YES","CLOUD","LOCAL","NO","YES"
"421","COMPANY447","FAILED","OPERATIONS",1,0,1,1,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"422","COMPANY448","FAILED","OPERATIONS",0,0,7,0,"NO","MEDIUM","PRODUCT","PRIVATE","YES","PLATFORM","GLOBAL","NO","YES"
"423","COMPANY449","FAILED","OPERATIONS",0,2,2,3,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"424","COMPANY450","FAILED","MARKETING,SALES",1,0,2,0,"NO","SMALL","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"425","COMPANY451","FAILED","PRODUCTION,SALES",0,1,5,0,"NO","LARGE","PRODUCT","PRIVATE","NO","PLATFORM","LOCAL","NO","YES"
"426","COMPANY452","FAILED","OPERATIONS",3,0,3,1,"NO","MEDIUM","SERVICE","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"427","COMPANY453","FAILED","SALES",0,1,24,2,"NO","LARGE","SERVICE","PRIVATE","YES","CLOUD","GLOBAL","NO","NO"
"428","COMPANY454","FAILED","MARKETING",1,0,2,0,"NO","SMALL","PRODUCT","PRIVATE","YES","CLOUD","LOCAL","NO","YES"
"429","COMPANY455","FAILED","OPERATIONS",0,3,5,0,"NO","SMALL","PRODUCT","PRIVATE","YES","CLOUD","LOCAL","NO","NO"
"430","COMPANY456","FAILED","MARKETING",0,0,3,1,"NO","SMALL","SERVICE","PRIVATE","YES","CLOUD","LOCAL","NO","YES"
"431","COMPANY457","FAILED","OPERATIONS",0,1,3,0,"NO","SMALL","PRODUCT","PRIVATE","YES","CLOUD","LOCAL","NO","NO"
"432","COMPANY458","FAILED","OPERATIONS",2,0,2,0,"YES","SMALL","PRODUCT","PRIVATE","YES","CLOUD","LOCAL","NO","NO"
"433","COMPANY460","FAILED","OPERATIONS",1,0,1,0,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","NO"
"434","COMPANY461","FAILED","OPERATIONS",0,1,1,0,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"435","COMPANY462","FAILED","OPERATIONS",2,0,2,0,"NO","SMALL","PRODUCT","PRIVATE","YES","PLATFORM","LOCAL","NO","YES"
"436","COMPANY463","FAILED","OPERATIONS",2,0,3,0,"NO","SMALL","SERVICE","PRIVATE","YES","CLOUD","LOCAL","NO","NO"
"437","COMPANY464","FAILED","TARGETING",1,0,2,0,"NO","SMALL","SERVICE","PUBLIC","NO","PLATFORM","LOCAL","NO","NO"
"438","COMPANY465","FAILED",NA,0,1,2,0,"NO","SMALL","PRODUCT","NO","NO","PLATFORM","LOCAL","NO","NO"
